,Name,Road Name,Street Number,Neighborhood ID,Neighborhood Name,District ID,District Name,ZipCode,Service Type,geo_epgs_25831_x,geo_epgs_25831_y,Latitude,Longitude,Simple Service Type
131,Escola Ramon Llull,Av Diagonal,275.0,5,el Fort Pienc,2,Eixample,8013,Kindergarten & Primary School,431272.1736945114,4583587.472360917,41.40089123271555,2.1778010071630134,Kindergarten & Primary School
132,Centre Educatiu Reina Elisenda,C Olot,18.0,30,la Salut,6,Gràcia,8024,Kindergarten & Primary School,429243.9241029491,4585005.179118075,41.413484039930026,2.153373576136896,Kindergarten & Primary School
133,Escola Poeta Foix,Carrer de Balmes,298.0,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8006,Kindergarten & Primary School,428605.3455666174,4583770.129026951,41.40230396822659,2.1458792280425274,Kindergarten & Primary School
134,Institut de Recerca de la Biodiversitat,Av Diagonal,645.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426175.9125762919,4581915.246600833,41.38537847387165,2.1170443890573285,University
135,Institut de Biomedicina,Av Diagonal,645.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426175.9125762919,4581915.246600833,41.38537847387165,2.1170443890573285,University
136,Centre de Recerca d'Estudis de Ciutadania i Societat Civil,C Adolf Florensa,8.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426047.25190271344,4581570.6799353,41.38226329588716,2.1155478041707734,University
137,Centre de Recerca en Enginyeria Biomèdica,C Pau Gargallo,5.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,425874.8815385855,4581751.678131161,41.38387760418612,2.113464402113061,University
138,Unitat Docent Hospital Universitari de la Santa Creu i Sant Pau,C Sant Antoni Maria Claret,167.0,35,el Guinardó,7,Horta-Guinardó,8025,University,431113.7429716268,4584868.611835484,41.41241647123583,2.1757600481895056,University
139,Centre de Comunicacions Avançades de Banda Ampla,C Jordi Girona,1.0,21,Pedralbes,4,Les Corts,8034,University,426059.4436054225,4582384.122000245,41.38959072976704,2.115594320152307,University
140,Centre de Desenvolupament Acústic,Pg Bonanova,8.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,University,427490.32430290646,4584218.240419642,41.40624012732789,2.132487589410652,University
141,Centre de Llenguatge i Computació,C Adolf Florensa,8.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426047.25190271344,4581570.6799353,41.38226329588716,2.1155478041707734,University
142,Centre Educatiu de Justícia  Can Llupià,C Germans Desvalls,58.0,43,Horta,7,Horta-Guinardó,8035,Secondary School,428719.9465436732,4588066.195179557,41.44100698737053,2.146743735511176,High School
143,Centre Tecnològic de l'Aigua,Pg Til.lers,3.0,21,Pedralbes,4,Les Corts,8034,University,426224.7840002755,4582375.634119178,41.38952946529558,2.1175727710884056,University
144,Facultat de Psicologia i Ciències de l'Educació i de l'Esport Blanquerna - URL,Císter,34.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,University,427566.8664239712,4584847.468300698,41.41191420929642,2.1333279293214424,University
145,Facultat de Filosofia La Salle - URL,Diputació,231.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8007,University,430058.748782826,4582150.531130458,41.38784455590361,2.163452092831893,University
146,Centre Educatiu Grey,Pg Valldaura,208.0,48,la Guineueta,8,Nou Barris,8042,Kindergarten & Primary School,430843.87799772696,4587764.929554733,41.43847935666648,2.172200104455579,Kindergarten & Primary School
147,Escola Mediterrània,Passeig Marítim de la Barceloneta - Oriol Bohigas,5.0,3,la Barceloneta,1,Ciutat Vella,8003,Kindergarten & Primary School,432451.0057211068,4581195.449937797,41.37944683668936,2.1921689125554478,Kindergarten & Primary School
148,Facultat de Comunicació *Campus de la Comunicació-Poblenou - UPF,C Roc Boronat,138.0,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,University,432574.3789791466,4583902.194553516,41.40383610308015,2.1933428895948404,University
149,Institut Josep Serrat i Bonastre,C Marquès de Santa Ana,4.0,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8023,Secondary School & FP,428796.5886098558,4584236.961514615,41.40652550464127,2.148111979836685,High School
150,Centre Educatiu Valldaura,C Santa Engràcia,110.0,52,la Prosperitat,8,Nou Barris,8016,"Kindergarten, Primary & Secondary School",431501.8705290528,4588176.766677074,41.44224501898773,2.180028816251742,General School (with kindergarten)
151,Centre Educatiu Vedruna Gràcia Barcelona,C Gran de Gràcia,234.0,31,la Vila de Gràcia,6,Gràcia,8012,"Kindergarten, Primary & Secondary School",429070.7679893395,4584033.558555778,41.40471777195005,2.151415793082498,General School (with kindergarten)
152,Escola L'Univers,C Bailèn,225.0,31,la Vila de Gràcia,6,Gràcia,8037,Kindergarten & Primary School,429988.0241195135,4583836.52866843,41.403023600259,2.162411332550266,Kindergarten & Primary School
153,Centre Educatiu Jesús Maria,Av Meridiana,392.0,60,Sant Andreu,9,Sant Andreu,8030,"Kindergarten, Primary & Secondary School",431787.4220052524,4586958.593601774,41.43129768790304,2.1835842437481827,General School (with kindergarten)
154,Escola Municipal de Música Nou Barris,Av Rio de Janeiro,11.0,45,Porta,8,Nou Barris,8016,Music School,431619.1706385356,4586957.469578766,41.43127325717091,2.181570818067009,Music School
155,Escola Dovella,C Mallorca,595.0,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,Kindergarten & Primary School,431946.3909094509,4584746.420195385,41.41138686621241,2.185735644870212,Kindergarten & Primary School
156,Escola el Polvorí,Camí Polvorí,8.0,13,la Marina de Port,3,Sants-Montjuïc,8038,Kindergarten & Primary School,428313.60431423184,4579484.156793411,41.363675852978446,2.1428964534405965,Kindergarten & Primary School
157,Escola Timbaler del Bruc,C Arnau d'Oms,4.0,44,Vilapicina i la Torre Llobeta,8,Nou Barris,8016,Kindergarten & Primary School,431272.77806376055,4586648.183522251,41.428458064742514,2.177460524074598,Kindergarten & Primary School
158,Centre Educatiu La Salle Comtal,C Amadeu Vives,6.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,"Kindergarten, Primary & Secondary School",431044.312201582,4582156.838271352,41.38798645267699,2.175238245379301,General School (with kindergarten)
159,Centre Educatiu La Salle Gràcia,Pl Nord,14.0,31,la Vila de Gràcia,6,Gràcia,8024,"Kindergarten, Primary, Secondary School & FP",429381.0229242827,4584276.850248174,41.40693632168589,2.155098850329748,General School (with kindergarten)
160,Institut Escola Elisabets,Carrer d'Elisabets,8.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8001,"Kindergarten, Primary & Secondary School",430451.5290576984,4581701.588592486,41.38383512912371,2.1682010889197034,General School (with kindergarten)
161,Escola Lavínia,C Fígols,20.0,19,les Corts,4,Les Corts,8028,Kindergarten & Primary School,427270.5290281466,4581487.746010092,41.38162785445061,2.130186146369242,Kindergarten & Primary School
162,Institut Escola Tres Fonts de les Corts,Carrer d'Eugeni d'Ors,2.0,19,les Corts,4,Les Corts,8028,"Kindergarten, Primary & Secondary School",427144.03819600673,4581773.574193383,41.38419074883434,2.128639170001322,General School (with kindergarten)
163,Institut de Recerca Vall d'Hebron,Pg Vall d'Hebron,119.0,40,Montbau,7,Horta-Guinardó,8035,University,428430.55465668254,4586630.37210656,41.42804943371883,2.1434499797388105,University
164,Servei de Desenvolupament del Medicament,Av Joan XXIII,27.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426604.4384109238,4581914.126705064,41.385407598236654,2.122169228198821,University
165,Unitat de Recerca en Informàtica Biomèdica,Passeig Marítim de la Barceloneta - Oriol Bohigas,37.0,3,la Barceloneta,1,Ciutat Vella,8003,University,432785.0033372476,4581877.834344472,41.38562087271976,2.1960871806342315,University
166,Escola Mallorca,C Londres,64.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,Kindergarten & Primary School,428796.5039657302,4582558.850882947,41.3914113999224,2.1483083211249405,Kindergarten & Primary School
167,Unitat d'Investigació Biofarmacèutica i Farmacocinètica,Av Joan XXIII,27.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426607.4383841611,4581903.126813058,41.38530880058172,2.1222064371428457,University
168,Institut Mare de Déu de la Mercè,C Motors,122.0,12,la Marina del Prat Vermell,3,Sants-Montjuïc,8040,FP,428414.07066297793,4577952.336777577,41.3498881916577,2.144278261786436,FP
169,Institut Escola Artístic Oriol Martorell,C Artesania,39.0,48,la Guineueta,8,Nou Barris,8042,Primary & Secondary Music School,430897.3974123851,4588086.646431962,41.44138154205598,2.1728038734254254,General School
170,Centro de Estudios de Nuevas Técnicas Estéticas,Pl Sant Miquel,2.0,2,el Barri Gòtic,1,Ciutat Vella,8002,FP,431172.8480862905,4581501.248695316,41.3820927603217,2.1768499537814496,FP
171,Escola de Música Joan Llongueres,C Sèneca,22.0,31,la Vila de Gràcia,6,Gràcia,8006,Music School,429459.4423967837,4583159.179165294,41.39687675793019,2.1561672197184523,Music School
172,Escola  de les Aigües,C Sardenya,420.0,33,el Baix Guinardó,7,Horta-Guinardó,8025,Kindergarten & Primary School,430370.00728480046,4584434.226918608,41.40844003176645,2.1669119630500093,Kindergarten & Primary School
173,Escola de Musica i Arts Escèniques Musicart 102,C Artesania,102.0,51,Verdun,8,Nou Barris,8042,Music School,430849.1278415595,4588277.420564004,41.443095613027936,2.172204281156008,Music School
174,Centre Educatiu Vedruna Immaculada Barcelona,C Dos de Maig,251.0,6,la Sagrada Família,2,Eixample,8013,"Kindergarten, Primary & Secondary School",431570.6196512609,4584293.446536417,41.40727517438066,2.181291188299981,General School (with kindergarten)
175,IQS School of Engineering - URL,Via Augusta,390.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017,University,426398.7099637597,4583957.872722917,41.40379591152728,2.1194605457742592,University
176,Centre de Transferència de Tecnologia de la Universitat Politècnica de Catalunya,Pl Eusebi Güell,6.0,21,Pedralbes,4,Les Corts,8034,University,425961.0995401115,4582480.263040692,41.39044758234289,2.1144064064040826,University
177,Centre de Tecnologies Avançades en Química Fina i Síntesi Assimètrica,C Josep Samitier,1.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,425962.9487126691,4581614.409490075,41.382649395415946,2.1145343363203266,University
178,Centre de Recerca en Economia Financera,C Ramon Trias Fargas,25.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,University,432362.0263673597,4582284.352293278,41.38924681822701,2.190983335170805,University
179,Centre d'Estudis de Risc Tecnològic,Av Diagonal,647.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426025.30305167846,4581863.652071393,41.38489994951897,2.115249564660417,University
180,"Centre de Recerca i Investigació de Catalunya, S.A.",C Margalló,12.0,22,"Vallvidrera, el Tibidabo i les Planes",5,Sarrià-Sant Gervasi,8017,University,424366.8351557194,4586392.726538286,41.42553674649396,2.094850391129139,University
181,Centre d'Integritat Estructural i Fiabilitat de Materials,Av Diagonal,647.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426018.4441241863,4581837.127328736,41.38466042213047,2.115170778876513,University
182,Innova de la Universitat Politècnica de Catalunya,C Jordi Girona,29.0,21,Pedralbes,4,Les Corts,8034,University,425996.6322557616,4582202.929754439,41.38795303595182,2.1148652528365357,University
183,Institut de Recerca en Economia Aplicada Regional i Pública,Av Diagonal,690.0,21,Pedralbes,4,Les Corts,8034,University,426002.6552524405,4581951.840205859,41.38569213816947,2.114967953157307,University
184,Centre Educatiu Sagrada Família *Avinyó,C Avinyó,20.0,2,el Barri Gòtic,1,Ciutat Vella,8002,Kindergarten & Primary School,431163.72919693415,4581393.787742275,41.381124110699375,2.1767531127731368,Kindergarten & Primary School
185,Centre Educatiu Molina,C Lorena,61.0,48,la Guineueta,8,Nou Barris,8042,Secondary School & FP,430863.7958122052,4587727.162926689,41.4381409225732,2.172442818299853,High School
186,Servei Crei-Mundet,Pg Vall d'Hebron,171.0,40,Montbau,7,Horta-Guinardó,8035,University,428748.82438690326,4587482.826868194,41.43575541409688,2.147158169831797,University
187,Centre Educatiu FEP Sant Medir,C Constitució,15.0,16,la Bordeta,3,Sants-Montjuïc,8014,"Kindergarten, Primary & Secondary School",427902.0251681852,4580183.57587625,41.36993851664151,2.1378928721475967,General School (with kindergarten)
188,Aula de Música,C Pujades,176.0,68,el Poblenou,10,Sant Martí,8005,Music School,433140.2485422849,4583596.858643833,41.401133285382,2.200145848591939,Music School
189,Centre Educatiu San Rafael,C Menorca,80.0,72,Sant Martí de Provençals,10,Sant Martí,8020,Kindergarten & Primary School,433070.7937771772,4585809.447056751,41.421055653974776,2.1990702860756914,Kindergarten & Primary School
190,Institut Universitari d'Història Jaume Vicens Vives,C Ramon Trias Fargas,25.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,University,432362.0263673597,4582284.352293278,41.38924681822701,2.190983335170805,University
191,Escola de Música Accent,C Castillejos,265.0,6,la Sagrada Família,2,Eixample,8013,Music School,431322.4180817797,4584197.871418123,41.40639319349842,2.17833277147071,Music School
192,Secretaria,Rbla Poblenou,156.0,71,Provençals del Poblenou,10,Sant Martí,8018,University,432675.4129388325,4584195.915709212,41.40649003199119,2.19451883908909,University
193,Escola Estel-Guinardó,C Telègraf,58.0,35,el Guinardó,7,Horta-Guinardó,8041,Kindergarten & Primary School,430855.6073610643,4585441.31219965,41.41755241454136,2.172606246971933,Kindergarten & Primary School
194,Institut Flos i Calcat,Av Rio de Janeiro,92.0,45,Porta,8,Nou Barris,8016,Secondary School & FP,431682.1308716742,4587725.2841111785,41.43819404222232,2.182237500103421,High School
195,Escola Font d'en Fargas,Passeig de la Font d'en Fargas,65.0,36,la Font d'en Fargues,7,Horta-Guinardó,8032,Kindergarten & Primary School,430245.3141685381,4586014.587486582,41.42266294217902,2.165237995113779,Kindergarten & Primary School
196,Centre Educatiu Garbiñe,C Física,12.0,13,la Marina de Port,3,Sants-Montjuïc,8038,Kindergarten & Primary School,427850.0207897697,4579643.803135728,41.36507231839673,2.1373353221576155,Kindergarten & Primary School
197,Escola  Prim,C Bernat Metge,20.0,70,el Besòs i el Maresme,10,Sant Martí,8019,Kindergarten & Primary School,434134.5464698674,4585700.909323444,41.42016599271571,2.2118106773514707,Kindergarten & Primary School
198,Centre de  Recerca en Economia Internacional,C Ramon Trias Fargas,25.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,University,432362.0263673597,4582284.352293278,41.38924681822701,2.190983335170805,University
199,Escola de Polítiques Socials i Urbanes,Pg Urrutia,17.0,47,Can Peguera,8,Nou Barris,8042,University,430233.383969548,4587534.035678652,41.43634697822765,2.1649198810016106,University
200,Centre Educatiu Laia,C Neopàtria,74.0,60,Sant Andreu,9,Sant Andreu,8030,Kindergarten & Primary School,432274.9593196783,4586727.442951994,41.429257050664624,2.18944476551275,Kindergarten & Primary School
201,Institut Lluïsa Cura,Rda Sant Antoni,19.0,10,Sant Antoni,2,Eixample,8011,FP,430030.7252166935,4581374.104701786,41.38084909970436,2.163206607694735,FP
202,Escola el Turó,Carrer del Peñalara,19.0,46,el Turó de la Peira,8,Nou Barris,8031,Kindergarten & Primary School,430739.17717266624,4586992.021063142,41.43150904588072,2.171035538569442,Kindergarten & Primary School
203,Aula de Poesia de Barcelona,Pg Vall d'Hebron,171.0,40,Montbau,7,Horta-Guinardó,8035,University,428748.82438690326,4587482.826868194,41.43575541409688,2.147158169831797,University
204,Facultat d'Humanitats - UPF,C Ramon Trias Fargas,25.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,University,432362.0263673597,4582284.352293278,41.38924681822701,2.190983335170805,University
205,Centre Educatiu Colomer,C Leiva,17.0,15,Hostafrancs,3,Sants-Montjuïc,8014,FP,428269.2205044305,4580616.893723901,41.3738740636486,2.142231847171299,FP
206,Escola Octavio Paz,C Mallorca,657.0,63,Navas,9,Sant Andreu,8027,Kindergarten & Primary School,432245.418937894,4585080.32699995,41.41441952422686,2.189275790172815,Kindergarten & Primary School
207,Centre de Coneixement i Recerca,Pl Jaume Sabartés,1.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,University,431575.79808950296,4581890.719976174,41.38563498781616,2.181624647512792,University
208,Escola Superior d'Administració i Direcció d'Empreses - URL,Av Pedralbes,60.0,21,Pedralbes,4,Les Corts,8034,University,425972.6963469717,4582845.855476461,41.39374137478776,2.11450041725389,University
209,Institut de Ciències del Cosmos,Carrer de Martí i Franquès,1.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426247.273,4581879.573,41.38506372270051,2.1179021240670406,University
210,Centre Educatiu Grup Escolar Roca,Av Meridiana,237.0,63,Navas,9,Sant Andreu,8027,Kindergarten & Primary School,432029.8589150807,4585656.119343737,41.41958729626797,2.186632034178383,Kindergarten & Primary School
211,Escola Segre,Carrer del Segre,35.0,60,Sant Andreu,9,Sant Andreu,8030,Kindergarten & Primary School,432584.9312150047,4587206.215348983,41.43359527001918,2.1931008578878304,Kindergarten & Primary School
