Curs,Codi centre,Denominació completa,Codi municipi_5,Codi municipi_6,Nom municipi,Dones,Homes,Total
2018/2019,08069499,ESCOLA VIC-CENTRE,08298,082981,VIC,18,3,21
2018/2019,08069581,CFA CARME KARR,08218,082188,SANT JOAN DE VILATORRADA,12,3,15
2018/2019,08069736,ESCOLA PACO CANDEL,08101,081017,L'HOSPITALET DE LLOBREGAT,26,3,29
2018/2019,08069748,ESCOLA MONTIGALÀ,08015,080155,BADALONA,13,2,15
2018/2019,08069751,ESCOLA SANTA COLOMA,08245,082457,SANTA COLOMA DE GRAMENET,17,2,19
2018/2019,08070040,ESCOLA SALA I BADRINAS,08279,082798,TERRASSA,23,2,25
2018/2019,08070143,ESCOLA RIERA ALTA,08245,082457,SANTA COLOMA DE GRAMENET,26,3,29
2018/2019,08070234,ESCOLA CAN FABRA,08019,080193,BARCELONA,27,2,29
2018/2019,08070799,ESCOLA TIZIANA,08282,082824,TIANA,16,1,17
2018/2019,08070908,INSTITUT ESCOLA LA TORDERA,08259,082592,SANTA MARIA DE PALAUTORDERA,45,5,50
2018/2019,08071020,ESCOLA ENXANETA,08301,083015,VILADECANS,19,3,22
2018/2019,08071147,ESCOLA ROSER CAPDEVILA,08217,082172,SANT JOAN DESPÍ,25,4,29
2018/2019,08071172,ESCOLA VIROLET,08187,081878,SABADELL,20,8,28
2018/2019,08071196,INSTITUT CAN ROCA,08279,082798,TERRASSA,33,17,50
2018/2019,08071214,INSTITUT ESCOLA CASTELLTERÇOL,08064,080641,CASTELLTERÇOL,28,7,35
2018/2019,08071226,INSTITUT ESCOLA COSTA I LLOBERA,08019,080193,BARCELONA,39,25,64
2018/2019,08071238,INSTITUT ESCOLA JACINT VERDAGUER,08240,082401,SANT SADURNÍ D'ANOIA,39,16,55
2018/2019,08071317,INSTITUT VALL DEL MEDIONA,08236,082362,SANT QUINTÍ DE MEDIONA,14,9,23
2018/2019,08071421,ZER EL MOIANÈS LLEVANT,08055,080556,CASTELLCIR,2,2,4
2018/2019,08071573,EASD ESCOLA SUP. DE DISSENY I D'ARTS PLÀSTIQUES - ESDAP,08019,080193,BARCELONA,2,1,3
2018/2019,08071691,INSTITUT ESCOLA DEL PRAT,08169,081691,EL PRAT DE LLOBREGAT,21,9,30
2018/2019,08072176,INSTITUT DEL TER,08112,081120,MANLLEU,20,6,26
2018/2019,08072188,INSTITUT ESCOLA SANT JORDI,08141,081419,NAVÀS,41,10,51
2018/2019,08072255,INSTITUT PREMIÀ DE MAR,08172,081727,PREMIÀ DE MAR,54,51,105
2018/2019,08072292,INSTITUT ESCOLA TURÓ DE ROQUETES,08019,080193,BARCELONA,47,13,60
2018/2019,08072383,INSTITUT DOMUS D'OLIVET,08041,080410,CANOVELLES,17,9,26
2018/2019,08072395,ESCOLA POLINYÀ,08167,081672,POLINYÀ,15,2,17
2018/2019,08072401,INSTITUT TORRENT DELS ALOUS,08184,081846,RUBÍ,35,15,50
2018/2019,08072589,EOI GUINARDÓ,08019,080193,BARCELONA,5,5,10
2018/2019,08072590,EOI DE RUBÍ,08184,081846,RUBÍ,4,2,6
2018/2019,08072607,EOI DE CORNELLÀ DE LLOBREGAT,08073,080734,CORNELLÀ DE LLOBREGAT,7,3,10
2018/2019,08072978,INSTITUT SUNSI MÓRA,08040,080403,CANET DE MAR,14,14,28
2018/2019,08073028,INSTITUT DE SANT POL DE MAR,08235,082359,SANT POL DE MAR,25,12,37
2018/2019,08073031,INSTITUT DE CORNELLÀ,08073,080734,CORNELLÀ DE LLOBREGAT,20,6,26
2018/2019,08073077,INSTITUT MARIA CANELA,08114,081141,MARTORELL,17,5,22
2018/2019,08073119,INSTITUT CAN PERIQUET,08156,081568,PALAU-SOLITÀ I PLEGAMANS,10,3,13
2018/2019,08073171,INSTITUT LA RIERA,08015,080155,BADALONA,10,3,13
2018/2019,08073193,INSTITUT BADIA I MARGARIT,08102,081022,IGUALADA,13,15,28
2018/2019,08073651,INSTITUT PIC DEL VENT,08033,080333,CALDES DE MONTBUI,15,8,23
2018/2019,08073843,INSTITUT TORDÀRIA,08284,082845,TORDERA,15,8,23
2018/2019,08073958,ESCOLA NOVA ARGENTONA,08009,080095,ARGENTONA,20,4,24
2018/2019,08073961,INSTITUT PLA DEL BOSC,08043,080431,CANYELLES,15,6,21
2018/2019,08074070,EOI DE CALELLA,08035,080351,CALELLA,4,3,7
2018/2019,08074380,ESCOLA CASTELL DE DOSRIUS,08075,080752,DOSRIUS,23,8,31
2018/2019,08074410,INSTITUT LA SERRA,08187,081878,SABADELL,14,5,19
2018/2019,08074483,ESCOLA PEPA COLOMER,08169,081691,EL PRAT DE LLOBREGAT,32,4,36
2018/2019,08074631,INSTITUT LES SALINES,08169,081691,EL PRAT DE LLOBREGAT,38,41,79
2018/2019,08074641,ESCOLA 30 PASSOS,08019,080193,BARCELONA,12,1,13
2018/2019,08074801,INSTITUT MARTA ESTRADA,08096,080961,GRANOLLERS,14,8,22
2018/2019,08074811,ESCOLA DE GRANOLLERS,08096,080961,GRANOLLERS,24,6,30
2018/2019,08074823,ESCOLA ELS PICOTS,08107,081075,LLIÇÀ D'AMUNT,26,4,30
2018/2019,08074835,ESCOLA JAUME LLULL,08197,081976,SANT ANDREU DE LLAVANERES,25,7,32
2018/2019,08074847,INSTITUT DE NÀUTICA DE BARCELONA,08019,080193,BARCELONA,8,18,26
2018/2019,08075074,INSTITUT DE SANTA COLOMA DE GRAMENET,08245,082457,SANTA COLOMA DE GRAMENET,4,3,7
2018/2019,08075207,ESCOLA ENTENÇA,08019,080193,BARCELONA,12,0,12
2018/2019,08075244,ESCOLA LES BASES,08113,081136,MANRESA,6,1,7
2018/2019,08075256,INSTITUT ESCOLA MARTA MATA,08285,082858,TORELLÓ,37,7,44
2018/2019,08075268,ESCOLA LA MIRADA,08205,082055,SANT CUGAT DEL VALLÈS,12,1,13
2018/2019,08075281,INSTITUT BITÀCOLA,08252,082520,BARBERÀ DEL VALLÈS,10,7,17
2018/2019,08075293,INSTITUT ESCOLA GAVÀ MAR,08089,080898,GAVÀ,36,6,42
2018/2019,08075384,INSTITUT ESCOLA LA MINA,08194,081944,SANT ADRIÀ DE BESÒS,48,20,68
2018/2019,08075608,ESCOLA 9 GRAONS,08019,080193,BARCELONA,4,3,7
2018/2019,08075611,ESCOLA GAIA,08019,080193,BARCELONA,11,0,11
2018/2019,08075621,ESCOLA TEIXIDORES DE GRÀCIA,08019,080193,BARCELONA,7,0,7
2018/2019,08075633,ESCOLA ANGLESOLA,08019,080193,BARCELONA,5,2,7
2018/2019,08075645,ESCOLA LA FLOR DE MAIG,08019,080193,BARCELONA,11,0,11
2018/2019,08075657,INSTITUT ESCOLA ANTAVIANA,08019,080193,BARCELONA,35,12,47
2018/2019,08075669,INSTITUT ESCOLA EL TIL·LER,08019,080193,BARCELONA,20,5,25
2018/2019,08075670,INSTITUT ESCOLA TRINITAT NOVA,08019,080193,BARCELONA,40,13,53
2018/2019,08075682,INSTITUT VILADECANS VI,08301,083015,VILADECANS,10,6,16
2018/2019,08075700,ESCOLA XIRINACS,08019,080193,BARCELONA,6,1,7
2018/2019,08075712,INSTITUT LES CINC SÉNIES,08121,081213,MATARÓ,12,5,17
2018/2019,08075724,ESCOLA NORAI,08126,081265,MONTGAT,4,0,4
2018/2019,08076091,INSTITUT CA N'ORIAC,08187,081878,SABADELL,5,2,7
2018/2019,08076108,INSTITUT JOAN MARQUÈS,08279,082798,TERRASSA,6,1,7
2018/2019,08076111,INSTITUT NOU DE L'HOSPITALET DE LLOBREGAT,08101,081017,L'HOSPITALET DE LLOBREGAT,17,11,28
2018/2019,08076145,INSTITUT ESCOLA MAR MEDITERRÀNIA,08121,081213,MATARÓ,34,7,41
2018/2019,08076157,INSTITUT ESCOLA ÀNGELA BRANSUELA,08121,081213,MATARÓ,22,8,30
2018/2019,08076169,INSTITUT ESCOLA GORNAL,08101,081017,L'HOSPITALET DE LLOBREGAT,16,8,24
2018/2019,08076194,INSTITUT TECNOLÒGIC DE BARCELONA,08019,080193,BARCELONA,6,7,13
2018/2019,17000019,ESCOLA LLUÍS MARIÀ VIDAL - ZER LES SALINES,17001,170010,AGULLANA,6,2,8
2018/2019,17000032,ESCOLA VILADEMANY,17002,170025,AIGUAVIVA,12,2,14
2018/2019,17000056,ESCOLA LA BRANCA - ZER MONTGRÍ,17004,170046,ALBONS,7,0,7
2018/2019,17000068,ESCOLA DEL FAR D'EMPORDÀ,17005,170059,EL FAR D'EMPORDÀ,12,0,12
2018/2019,17000071,ESCOLA BAC DE CERDANYA,17006,170062,ALP,15,1,16
2018/2019,17000093,ESCOLA GASPAR DE QUERALT,17007,170078,AMER,15,2,17
2018/2019,17000123,ESCOLA SANT JORDI,17903,179032,SANT JULIÀ DEL LLOR I BONMATÍ,15,0,15
2018/2019,17000135,ESCOLA POMPEU FABRA,17008,170084,ANGLÈS,28,5,33
2018/2019,17000160,ESCOLA DOCTOR CARULLA,17009,170097,ARBÚCIES,30,3,33
2018/2019,17000241,ESCOLA FLUVIANETS,17011,170118,L'ARMENTERA,12,2,14
2018/2019,17000251,ESCOLA GONÇAL COMELLAS,17012,170123,AVINYONET DE PUIGVENTÓS,14,1,15
2018/2019,17000263,ESCOLA DOCTOR ARRUGA,17013,170139,BEGUR,12,4,16
2018/2019,17000305,INSTITUT PERE ALSIUS I TORRENT,17015,170157,BANYOLES,38,24,62
2018/2019,17000329,ESCOLA PLA DE L'AMETLLER,17015,170157,BANYOLES,28,3,31
2018/2019,17000330,INSTITUT JOSEP BRUGULAT,17015,170157,BANYOLES,52,35,87
2018/2019,17000342,ESCOLA BALDIRI REIXAC,17015,170157,BANYOLES,26,5,31
2018/2019,17000354,ESCOLA JOAN REGLÀ,17016,170160,BÀSCARA,15,0,15
2018/2019,17000381,ESCOLA EL RAJARET - ZER MONTGRÍ,17018,170182,BELLCAIRE D'EMPORDÀ,7,0,7
2018/2019,17000408,ESCOLA DOCTOR SOBREQUÉS,17020,170209,BESCANÓ,34,4,38
2018/2019,17000411,ESCOLA JOAN DE MARGARIT,17022,170221,LA BISBAL D'EMPORDÀ,24,5,29
2018/2019,17000469,ESCOLA JOAQUIM RUYRA,17023,170237,BLANES,19,1,20
2018/2019,17000470,ESCOLA CARLES FAUST,17023,170237,BLANES,11,5,16
2018/2019,17000548,ESCOLA MOSSÈN JOAN BATLLE,17023,170237,BLANES,21,7,28
2018/2019,17000551,INSTITUT SA PALOMERA,17023,170237,BLANES,47,27,74
2018/2019,17000561,ESCOLA DE BORDILS,17025,170255,BORDILS,14,3,17
2018/2019,17000573,ESCOLA SANT ANDREU DE BORRASSÀ,17026,170268,BORRASSÀ,10,0,10
2018/2019,17000585,ESCOLA MONTSENY,17027,170274,BREDA,22,5,27
2018/2019,17000603,ESCOLA SANTA CECÍLIA - ZER LES SALINES,17029,170293,BOADELLA I LES ESCAULES,3,0,3
2018/2019,17000627,ESCOLA CARITAT SERINYANA,17032,170329,CADAQUÉS,15,4,19
2018/2019,17000676,ESCOLA SANT ESTEVE,17033,170335,CALDES DE MALAVELLA,23,4,27
2018/2019,17000688,ESCOLA PERE ROSSELLÓ,17034,170340,CALONGE I SANT ANTONI,29,2,31
2018/2019,17000706,INSTITUT PUIG CARGOL,17034,170340,CALONGE I SANT ANTONI,32,15,47
2018/2019,17000718,ESCOLA LLEVANTÍ DE MAR,17034,170340,CALONGE I SANT ANTONI,15,1,16
2018/2019,17000731,ESCOLA PIRINEU,17036,170366,CAMPDEVÀNOL,21,1,22
2018/2019,17000779,ESCOLA DOCTOR ROBERT,17039,170391,CAMPRODON,18,2,20
2018/2019,17000822,ESCOLA ELS DÒLMENS - ZER REQUESENS,17042,170427,CAPMANY,2,2,4
2018/2019,17000846,ESCOLA PUIG D'ARQUES,17044,170448,CASSÀ DE LA SELVA,24,5,29
2018/2019,17000861,ESCOLA CASTELLROC,17046,170464,CASTELLFOLLIT DE LA ROCA,11,1,12
2018/2019,17000871,ESCOLA RUIZ AMADO,17047,170470,CASTELLÓ D'EMPÚRIES,27,3,30
2018/2019,17000883,ESCOLA VALL D'ARO,17048,170486,CASTELL-PLATJA D'ARO,13,3,16
2018/2019,17000895,ESCOLA ELS ESTANYS,17048,170486,CASTELL-PLATJA D'ARO,26,5,31
2018/2019,17000913,ESCOLA L'AULET,17049,170499,CELRÀ,23,3,26
2018/2019,17000925,ESCOLA L'AIXART,17050,170502,CERVIÀ DE TER,12,1,13
2018/2019,17000937,ESCOLA MOSSÈN JOSEP MARIA ALBERT - ZER EMPORDÀ,17051,170519,CISTELLA,2,0,2
2018/2019,17000950,ESCOLA PUIG D'ESQUERS - ZER CAP DE CREUS,17054,170545,COLERA,3,0,3
2018/2019,17000986,ESCOLA LA VALL DEL TERRI,17056,170561,CORNELLÀ DEL TERRI,21,3,24
2018/2019,17000998,ESCOLA EL RODONELL,17057,170577,CORÇÀ,14,2,16
2018/2019,17001024,ESCOLA LES GAVARRES - ZER EMPORDANET-GAVARRES,17901,179011,"CRUÏLLES, MONELLS I SANT SADURNÍ L'HEURA",6,0,6
2018/2019,17001036,ESCOLA MONT-ROIG - ZER REQUESENS,17060,170600,DARNIUS,3,1,4
2018/2019,17001048,ESCOLA EMPÚRIES,17062,170622,L'ESCALA,34,6,40
2018/2019,17001085,ESCOLA ANTONI BALMANYA - ZER REQUESENS,17064,170643,ESPOLLA,4,0,4
2018/2019,17001097,ESCOLA CARLES DE FORTUNY,17065,170656,ESPONELLÀ,8,0,8
2018/2019,17001103,ESCOLA SALVADOR DALÍ,17066,170669,FIGUERES,30,3,33
2018/2019,17001115,ESCOLA JOSEP POUS I PAGÈS,17066,170669,FIGUERES,19,4,23
2018/2019,17001218,INSTITUT RAMON MUNTANER,17066,170669,FIGUERES,49,18,67
2018/2019,17001221,INSTITUT NARCÍS MONTURIOL,17066,170669,FIGUERES,49,33,82
2018/2019,17001279,ESCOLA SANT PAU,17066,170669,FIGUERES,26,6,32
2018/2019,17001280,ESCOLA JOAQUIM CUSÍ I FURTUNET,17066,170669,FIGUERES,25,7,32
2018/2019,17001292,ESCOLA LES MORERES,17067,170675,FLAÇÀ,12,3,15
2018/2019,17001346,ESCOLA FORN D'ANELLS,17073,170736,FORNELLS DE LA SELVA,21,4,25
2018/2019,17001361,ESCOLA TERESA DE PALLEJÀ,17074,170741,FORTIÀ,12,0,12
2018/2019,17001371,ESCOLA DE GARRIGÀS - ZER EMPORDÀ,17075,170754,GARRIGÀS,3,0,3
2018/2019,17001383,ESCOLA JOAQUIM GIFRE,17077,170773,GARRIGUELLA,11,4,15
2018/2019,17001395,ESCOLA SANTA COLOMA - ZER CERDANYA,17078,170789,GER,7,1,8
2018/2019,17001425,ESCOLA EIXIMENIS,17079,170792,GIRONA,16,1,17
2018/2019,17001449,ESCOLA ANNEXA - JOAN PUIGBERT,17079,170792,GIRONA,25,5,30
2018/2019,17001450,ESCOLA JOAN BRUGUERA,17079,170792,GIRONA,13,3,16
2018/2019,17001462,ESCOLA VERD,17079,170792,GIRONA,16,2,18
2018/2019,17001486,ESCOLA MONTJUÏC,17079,170792,GIRONA,15,3,18
2018/2019,17001516,ESCOLA PLA DE GIRONA,17079,170792,GIRONA,25,3,28
2018/2019,17001693,CEE FONT DE L'ABELLA,17079,170792,GIRONA,37,5,42
2018/2019,17001723,INSTITUT JAUME VICENS VIVES,17079,170792,GIRONA,53,21,74
2018/2019,17001735,INSTITUT MONTILIVI,17079,170792,GIRONA,88,62,150
2018/2019,17001759,INSTITUT ESCOLA D'HOSTALERIA I TURISME DE GIRONA,17079,170792,GIRONA,23,23,46
2018/2019,17001838,ESCOLA ÀGORA,17079,170792,GIRONA,16,2,18
2018/2019,17001887,ESCOLA CARME AUGUET,17079,170792,GIRONA,13,2,15
2018/2019,17001930,ESCOLA JOSEP DALMAU I CARLES,17079,170792,GIRONA,26,6,32
2018/2019,17001954,ESCOLA DE VILA-ROJA,17079,170792,GIRONA,13,0,13
2018/2019,17001981,ESCOLA MARE DE DÉU DELS SOCORS,17083,170834,HOSTALRIC,28,3,31
2018/2019,17002004,ESCOLA JOSEP PEÑUELAS DEL RIO,17086,170865,LA JONQUERA,23,8,31
2018/2019,17002028,ESCOLA MONTSERRAT VAYREDA I TRULLOL,17088,170887,LLADÓ,10,2,12
2018/2019,17002031,ESCOLA LACUSTÀRIA,17089,170890,LLAGOSTERA,31,2,33
2018/2019,17002065,ESCOLA LES MORERES - ZER VALL DE TER,17091,170911,LLANARS,4,0,4
2018/2019,17002077,ESCOLA POMPEU FABRA,17092,170926,LLANÇÀ,25,5,30
2018/2019,17002089,ESCOLA DE LLERS,17093,170932,LLERS,13,2,15
2018/2019,17002090,ESCOLA JAUME I - ZER CERDANYA,17094,170947,LLÍVIA,8,1,9
2018/2019,17002107,ESCOLA PERE TORRENT,17095,170950,LLORET DE MAR,31,7,38
2018/2019,17002168,ESCOLA LES SALINES - ZER LES SALINES,17102,171024,MAÇANET DE CABRENYS,4,1,5
2018/2019,17002181,ESCOLA SANT JORDI,17103,171030,MAÇANET DE LA SELVA,21,9,30
2018/2019,17002193,ESCOLA SANTA FE,17904,,MEDINYÀ,10,2,12
2018/2019,17002201,ESCOLA FINESTRES,17105,171058,MIERES,7,0,7
2018/2019,17002247,ESCOLA MONT CÓS - ZER EL LLIERCA,17109,171096,MONTAGUT I OIX,8,0,8
2018/2019,17002259,ESCOLA TORRES JONAMA,17110,171100,MONT-RAS,12,4,16
2018/2019,17002260,ESCOLA JOAQUIM VALLMAJÓ,17111,171117,NAVATA,14,1,15
2018/2019,17002296,ESCOLA MALAGRIDA,17114,171143,OLOT,29,2,31
2018/2019,17002302,ESCOLA LLAR LLUÍS MARIA MESTRES I MARTÍ,17114,171143,OLOT,15,4,19
2018/2019,17002314,ESCOLA PLA DE DALT,17114,171143,OLOT,25,4,29
2018/2019,17002326,ESCOLA VOLCÀ BISAROQUES,17114,171143,OLOT,28,2,30
2018/2019,17002387,INSTITUT MONTSACOPA,17114,171143,OLOT,51,13,64
2018/2019,17002399,INSTITUT LA GARROTXA,17114,171143,OLOT,68,40,108
2018/2019,17002429,ESCOLA SANT ROC,17114,171143,OLOT,27,3,30
2018/2019,17002430,ESCOLA MARIA PAGÈS I TRAYTER,17115,171156,ORDIS,3,3,6
2018/2019,17002442,ESCOLA LA VALL,17116,171169,OSOR,5,1,6
2018/2019,17002481,ESCOLA TORRES JONAMA,17117,171175,PALAFRUGELL,33,3,36
2018/2019,17002491,ESCOLA JOSEP BARCELÓ I MATAS,17117,171175,PALAFRUGELL,28,8,36
2018/2019,17002545,INSTITUT FREDERIC MARTÍ I CARRERAS,17117,171175,PALAFRUGELL,47,24,71
2018/2019,17002557,INSTITUT BAIX EMPORDÀ,17117,171175,PALAFRUGELL,59,46,105
2018/2019,17002569,ESCOLA LA VILA,17118,171181,PALAMÓS,30,2,32
2018/2019,17002612,ESCOLA VILA-ROMÀ,17118,171181,PALAMÓS,25,4,29
2018/2019,17002624,ESCOLA MARTÍ INGLÈS,17120,171208,PALAU-SAVERDERA,14,1,15
2018/2019,17002651,ESCOLA QUERMANY,17124,171241,PALS,16,2,18
2018/2019,17002703,ESCOLA PAU,17128,171289,PAU,5,3,8
2018/2019,17002715,ESCOLA PEDRA BLANCA - ZER EMPORDANET-GAVARRES,17130,171306,LA PERA,5,1,6
2018/2019,17002740,ESCOLA RAMON MUNTANER,17132,171328,PERALADA,15,1,16
2018/2019,17002752,ESCOLA SANT CRISTÒFOL,17133,171334,LES PLANES D'HOSTOLES,16,1,17
2018/2019,17002764,ESCOLA NÚRIA MORER I PI - ZER COMTE ARNAU,17134,171349,PLANOLES,4,0,4
2018/2019,17002776,ESCOLA TRAMUNTANA - ZER EMPORDÀ,17135,171352,PONT DE MOLINS,4,1,5
2018/2019,17002791,ESCOLA L'ENTORN,17137,171371,PORQUERES,27,5,32
2018/2019,17002818,ESCOLA FRIGOLET,17137,171371,PORQUERES,9,1,10
2018/2019,17002831,ESCOLA SANT JAUME,17138,171387,PORTBOU,6,1,7
2018/2019,17002879,ESCOLA LES CLISQUES - ZER CAP DE CREUS,17140,171404,EL PORT DE LA SELVA,6,0,6
2018/2019,17002880,ESCOLA ALFONS I,17141,171411,PUIGCERDÀ,29,5,34
2018/2019,17002922,ESCOLA SANTA MARGARIDA,17142,171426,QUART,18,3,21
2018/2019,17002958,ESCOLA MARE DE DÉU DE NÚRIA,17145,171450,RIBES DE FRESER,14,1,15
2018/2019,17002983,ESCOLA EL BRUC,17146,171463,RIELLS I VIABREA,15,2,17
2018/2019,17002995,ESCOLA JOAN MARAGALL,17147,171479,RIPOLL,21,1,22
2018/2019,17003070,ESCOLA JOSEP BOADA,17148,171485,RIUDARENES,17,0,17
2018/2019,17003082,ESCOLA LLUÍS CASTELLS,17149,171498,RIUDAURA,8,3,11
2018/2019,17003094,ESCOLA DE RIUDELLOTS DE LA SELVA,17150,171501,RIUDELLOTS DE LA SELVA,16,2,18
2018/2019,17003136,ESCOLA NARCÍS MONTURIOL,17152,171523,ROSES,15,2,17
2018/2019,17003151,ESCOLA SILVESTRE SANTALÓ,17155,171557,SALT,20,5,25
2018/2019,17003203,INSTITUT SALVADOR ESPRIU,17155,171557,SALT,48,17,65
2018/2019,17003215,ESCOLA LA FARGA,17155,171557,SALT,31,6,37
2018/2019,17003227,ESCOLA SANT SEBASTIÀ - ZER REQUESENS,17158,171582,SANT CLIMENT SESCEBES,6,0,6
2018/2019,17003264,ESCOLA GAZIEL,17160,171609,SANT FELIU DE GUÍXOLS,22,7,29
2018/2019,17003306,INSTITUT SANT ELM,17160,171609,SANT FELIU DE GUÍXOLS,31,14,45
2018/2019,17003318,INSTITUT DE SANT FELIU DE GUÍXOLS,17160,171609,SANT FELIU DE GUÍXOLS,66,30,96
2018/2019,17003321,ESCOLA MOSSÈN BALDIRI REIXACH,17160,171609,SANT FELIU DE GUÍXOLS,25,6,31
2018/2019,17003343,ESCOLA ROCALBA,17161,171616,SANT FELIU DE PALLEROLS,13,2,15
2018/2019,17003392,ESCOLA AGUSTÍ GIFRE,17163,171637,SANT GREGORI,29,8,37
2018/2019,17003422,ESCOLA TAIALÀ,17079,170792,GIRONA,35,4,39
2018/2019,17003434,ESCOLA GUILLERIES,17164,171642,SANT HILARI SACALM,26,4,30
2018/2019,17003461,ESCOLA LES ESCOMES - ZER EL LLIERCA,17165,171655,SANT JAUME DE LLIERCA,9,0,9
2018/2019,17003471,ESCOLA SANT JORDI,17166,171668,SANT JORDI DESVALLS,9,1,10
2018/2019,17003537,ESCOLA DE VALLFOGONA DE RIPOLLÈS - ZER COMTE ARNAU,17170,171707,VALLFOGONA DE RIPOLLÈS,2,0,2
2018/2019,17003598,ESCOLA VALLGARRIGA,17175,171753,SANT MIQUEL DE FLUVIÀ,6,4,10
2018/2019,17003616,ESCOLA ELS PINETS - ZER VALL DE TER,17177,171772,SANT PAU DE SEGÚRIES,7,0,7
2018/2019,17003628,ESCOLA LLAGUT,17178,171788,SANT PERE PESCADOR,17,6,23
2018/2019,17003631,ESCOLA LA PEDRA DRETA - ZER EMPORDANET-GAVARRES,17901,179011,"CRUÏLLES, MONELLS I SANT SADURNÍ L'HEURA",4,1,5
2018/2019,17003641,ESCOLA SANT SALVADOR D'HORTA,17180,171805,SANTA COLOMA DE FARNERS,31,2,33
2018/2019,17003689,ESCOLA PEDRALTA,17181,171812,SANTA CRISTINA D'ARO,24,5,29
2018/2019,17003719,ESCOLA JOAN MARAGALL,17184,171848,SANTA PAU,12,3,15
2018/2019,17003732,ESCOLA CASTANYER,17185,171851,SANT JOAN LES FONTS,17,2,19
2018/2019,17003756,ESCOLA MONTSERRAT,17186,171864,SARRIÀ DE TER,27,3,30
2018/2019,17003768,ESCOLA ELS TERRAPRIMS,17187,171870,"SAUS, CAMALLERA I LLAMPAIES",15,0,15
2018/2019,17003781,ESCOLA JUNCADELLA,17189,171899,LA CELLERA DE TER,14,2,16
2018/2019,17003801,ESCOLA BORA GRAN,17190,171903,SERINYÀ,14,2,16
2018/2019,17003823,ESCOLA VERDAGUER,17193,171931,SILS,24,3,27
2018/2019,17003860,ESCOLA PORTITXOL,17199,171997,TORROELLA DE MONTGRÍ,19,5,24
2018/2019,17003872,ESCOLA GUILLEM DE MONTGRÍ,17199,171997,TORROELLA DE MONTGRÍ,37,8,45
2018/2019,17003902,ESCOLA JOAN ROURA I PARELLA - ZER EL LLIERCA,17200,172001,TORTELLÀ,6,3,9
2018/2019,17003926,ESCOLA IGNASI MELÉ I FARRÉ,17202,172023,TOSSA DE MAR,27,5,32
2018/2019,17003938,ESCOLA PUIG RODÓ - ZER MONTGRÍ,17204,172044,ULLÀ,6,0,6
2018/2019,17003941,ESCOLA L'ESTANY - ZER EMPORDANET-GAVARRES,17205,172057,ULLASTRET,4,0,4
2018/2019,17003951,PARVULARI DE SANT ESTEVE D'EN BAS,17207,172076,LA VALL D'EN BAS,4,0,4
2018/2019,17004001,ESCOLA VERNTALLAT,17207,172076,LA VALL D'EN BAS,21,2,23
2018/2019,17004049,ESCOLA OLIVERES MIL·LENÀRIES - ZER TRAMUNTANA,17210,172109,VENTALLÓ,8,0,8
2018/2019,17004062,ESCOLA SANTA BÀRBARA - ZER ELS CASTELLS,17212,172121,VIDRÀ,2,0,2
2018/2019,17004074,ESCOLA SANT ISCLE,17213,172137,VIDRERES,20,4,24
2018/2019,17004098,ESCOLA TORRE D'EN REIG,17214,172142,VILABERTRAN,15,1,16
2018/2019,17004116,ESCOLA MADRENC,17215,172155,VILABLAREIX,23,1,24
2018/2019,17004128,ESCOLA PUIG SEGALAR - ZER TRAMUNTANA,17217,172174,VILADAMAT,3,1,4
2018/2019,17004153,ESCOLA DE SANT ESTEVE DE GUIALBES,17218,172180,VILADEMULS,9,3,12
2018/2019,17004189,ESCOLA ELS CASTANYERS - ZER GUILLERIES,17220,172207,VILADRAU,7,1,8
2018/2019,17004190,ESCOLA SOL I VENT,17221,172214,VILAFANT,14,2,16
2018/2019,17004207,ESCOLA SANTIAGO RATÉS,17223,172235,VILAJUÏGA,13,3,16
2018/2019,17004219,ESCOLA LA DAINA - ZER VALL DE TER,17224,172240,VILALLONGA DE TER,3,0,3
2018/2019,17004220,ESCOLA ELS VALENTINS - ZER TRAMUNTANA,17225,172253,VILAMACOLUM,3,2,5
2018/2019,17004232,ESCOLA JOSEP DE RIBOT I OLIVAS,17226,172266,VILAMALLA,14,2,16
2018/2019,17004244,ESCOLA TRAMUNTANA - ZER EMPORDÀ,17228,172288,VILANANT,3,0,3
2018/2019,17004281,ESCOLA JOSEP MADRENYS,17233,172333,VILOBÍ D'ONYAR,21,2,23
2018/2019,17004293,ESCOLA MANUEL DE PEDROLO - ZER LES SALINES,17234,172348,BIURE,2,1,3
2018/2019,17004335,ESCOLA SANTA EUGÈNIA,17079,170792,GIRONA,17,1,18
2018/2019,17004347,ESCOLA FONT DE LA PÓLVORA,17079,170792,GIRONA,13,2,15
2018/2019,17004360,CEE LA MAÇANA,17155,171557,SALT,10,0,10
2018/2019,17004438,INSTITUT ALEXANDRE DEULOFEU,17066,170669,FIGUERES,49,27,76
2018/2019,17004451,ESCOLA JAUME VICENS I VIVES,17152,171523,ROSES,24,6,30
2018/2019,17004463,ESCOLA ANICET DE PAGÈS I DE PUIG,17066,170669,FIGUERES,26,7,33
2018/2019,17004487,INSTITUT RAFAEL CAMPALANS,17008,170084,ANGLÈS,33,21,54
2018/2019,17004499,INSTITUT NARCÍS XIFRA I MASMITJÀ,17079,170792,GIRONA,90,46,136
2018/2019,17004517,INSTITUT ANTON BUSQUETS I PUNSET,17164,171642,SANT HILARI SACALM,19,8,27
2018/2019,17004529,ESCOLA MIGDIA,17079,170792,GIRONA,27,2,29
